,Data,Cota,Variação,fund_id,PL
460,2014-01-03,1.3119243,-0.0044913538,26,7011354.48
461,2014-01-06,1.3103533,-0.0011974776,26,7002958.96
462,2014-01-07,1.3103653,9.1578e-06,26,7003022.97
463,2014-01-08,1.3202067,0.0075104248,26,7055618.4
464,2014-01-09,1.3260437,0.0044212774,26,7086813.32
465,2014-01-10,1.3000539,-0.0195995049,26,6947915.55
466,2014-01-13,1.3142127,0.0108909331,26,7023584.57
467,2014-01-14,1.318452,0.0032257336,26,7046241.07
468,2014-01-15,1.3052231,-0.0100336607,26,7025541.16
469,2014-01-16,1.3814662,0.0584138451,26,7485930.05
470,2014-01-17,1.3678129,-0.0098831951,26,7451945.21
471,2014-01-20,1.3867812,0.013867613,26,7555285.72
472,2014-01-21,1.4004806,0.0098785591,26,7629921.36
473,2014-01-22,1.3963594,-0.0029427041,26,7607468.55
474,2014-01-23,1.4079242,0.0082821085,26,7670474.63
475,2014-01-24,1.4018827,-0.0042910691,26,7637559.75
476,2014-01-27,1.4062183,0.0030926981,26,7661180.59
477,2014-01-28,1.4052611,-0.0006806909,26,7655965.95
478,2014-01-29,1.4012857,-0.0028289405,26,7634307.7
479,2014-01-30,1.4074289,0.0043839739,26,7667776.31
480,2014-01-31,1.4051246,-0.0016372408,26,7655222.0
481,2014-02-03,1.4140954,0.0063843448,26,7704095.81
482,2014-02-04,1.407548,-0.0046300978,26,7668424.79
483,2014-02-05,1.4039565,-0.0025516004,26,7648858.23
484,2014-02-06,1.3894247,-0.0103506056,26,7569687.86
485,2014-02-07,1.3933522,0.0028267095,26,7591085.17
486,2014-02-10,1.3967633,0.0024481247,26,7609669.32
487,2014-02-11,1.395397,-0.0009781901,26,7602225.54
488,2014-02-12,1.3975855,0.0015683709,26,7614148.54
489,2014-02-13,1.4006235,0.0021737489,26,7630699.86
490,2014-02-14,1.3985942,-0.0014488547,26,7619643.86
491,2014-02-17,1.3969808,-0.0011535869,26,7610854.23
492,2014-02-18,1.39933,0.0016816265,26,7623652.81
493,2014-02-19,1.3983307,-0.0007141275,26,7618208.59
494,2014-02-20,1.4008619,0.0018101584,26,7631998.35
495,2014-02-21,1.4059037,0.00359907,26,7659466.67
496,2014-02-24,1.4112739,0.0038197495,26,7858723.81
497,2014-02-25,1.4145926,0.0023515634,26,7927204.15
498,2014-02-26,1.4108641,-0.0026357412,26,7906310.07
499,2014-02-27,1.4249491,0.0099832436,26,7985241.0
500,2014-02-28,1.4189565,-0.0042054836,26,8036658.95
501,2014-03-05,1.4305525,0.0081722026,26,8003923.66
502,2014-03-06,1.4330846,0.0017700154,26,8018090.82
503,2014-03-07,1.4231893,-0.0069048959,26,7962726.62
504,2014-03-10,1.4193326,-0.0027098995,26,7991148.72
505,2014-03-11,1.4155551,-0.0026614622,26,7969880.21
506,2014-03-12,1.4157356,0.0001275118,26,8070896.94
507,2014-03-13,1.4174971,0.0012442295,26,8080938.77
508,2014-03-14,1.4185257,0.0007256452,26,8086802.43
509,2014-03-17,1.4208983,0.0016725816,26,8100328.3
510,2014-03-18,1.4221174,0.0008579784,26,8107278.16
511,2014-03-19,1.4206128,-0.0010579999,26,8098701.03
512,2014-03-20,1.410876,-0.0068539436,26,8043192.74
513,2014-03-21,1.4108274,-3.44467e-05,26,8042915.74
514,2014-03-24,1.4069157,-0.0027726283,26,8020616.02
515,2014-03-25,1.4014131,-0.0039111085,26,7989246.23
516,2014-03-26,1.4019079,0.0003530722,26,7992067.17
517,2014-03-27,1.4255361,0.0168543169,26,8126767.79
518,2014-03-28,1.4284557,0.0020480716,26,8143412.29
519,2014-03-31,1.4220467,-0.0044866635,26,8106875.14
520,2014-04-01,1.4185158,-0.0024829705,26,8086746.15
521,2014-04-02,1.4242124,0.0040158876,26,8064591.7
522,2014-04-03,1.3927424,-0.0220964233,26,7886392.82
523,2014-04-04,1.4289735,0.0260142148,26,8091551.33
524,2014-04-07,1.4512792,0.0156095967,26,8217857.18
525,2014-04-08,1.4547695,0.0024049818,26,8237620.76
526,2014-04-09,1.4529944,-0.0012201933,26,8227569.34
527,2014-04-10,1.4574756,0.0030841137,26,8252944.05
528,2014-04-11,1.4467484,-0.0073601232,26,8192201.44
529,2014-04-14,1.436867,-0.0068300749,26,8136248.07
530,2014-04-15,1.4391779,0.0016082908,26,8149333.78
531,2014-04-16,1.4369993,-0.0015137809,26,8136997.2
532,2014-04-17,1.4400235,0.0021045243,26,8154122.05
533,2014-04-22,1.4420619,0.0014155325,26,8165664.21
534,2014-04-23,1.4494983,0.0051567828,26,8207772.64
535,2014-04-24,1.4516695,0.0014978976,26,8220067.12
536,2014-04-25,1.4452343,-0.0044329649,26,8183627.86
537,2014-04-28,1.4524237,0.0049745567,26,8303337.59
538,2014-04-29,1.4515736,-0.0005852975,26,8298477.7
539,2014-04-30,1.4543404,0.0019060694,26,8414295.32
540,2014-05-02,1.4574398,0.0021311379,26,8432227.52
541,2014-05-05,1.4489919,-0.0057963972,26,8383351.17
542,2014-05-06,1.4636814,0.0101377378,26,8468339.38
543,2014-05-07,1.4688237,0.0035132646,26,8498090.62
544,2014-05-08,1.4732562,0.0030177209,26,8523735.54
545,2014-05-09,1.4711643,-0.001419916,26,8511632.5
546,2014-05-12,1.4681517,-0.0020477658,26,8494202.87
547,2014-05-13,1.4726777,0.0030827877,26,8520388.38
548,2014-05-14,1.4809775,0.0056358564,26,8668408.21
549,2014-05-15,1.464125,-0.0113793086,26,8569767.78
550,2014-05-16,1.4694418,0.0036313839,26,8600887.98
551,2014-05-19,1.4729941,0.0024174486,26,8621679.91
552,2014-05-20,1.4712032,-0.0012158229,26,8611197.66
553,2014-05-21,1.4758673,0.0031702623,26,8718497.24
554,2014-05-22,1.4787265,0.0019373015,26,8735387.5
555,2014-05-23,1.4791947,0.0003166238,26,8738153.44
556,2014-05-26,1.477274,-0.0012984768,26,8726807.0
557,2014-05-27,1.470206,-0.0047844882,26,8835053.9
558,2014-05-28,1.4757862,0.0037955225,26,8868587.79
559,2014-05-29,1.4867225,0.0074104908,26,8934308.37
560,2014-05-30,1.4971187,0.006992697,26,8884588.52
561,2014-06-02,1.4976074,0.000326427,26,8887488.5
562,2014-06-03,1.4976952,5.86268e-05,26,8888009.8
563,2014-06-04,1.5038293,0.0040956932,26,8924412.4
564,2014-06-05,1.5145575,0.0071339214,26,9223078.17
565,2014-06-06,1.5182278,0.0024233481,26,9317428.97
566,2014-06-09,1.5140853,-0.0027285102,26,9292006.58
567,2014-06-10,1.5045431,-0.0063022869,26,9233445.65
568,2014-06-11,1.507974,0.0022803601,26,9328501.46
569,2014-06-12,1.508529,0.0003680435,26,9331934.72
570,2014-06-13,1.5115489,0.002001884,26,9350615.81
571,2014-06-16,1.5110854,-0.0003066391,26,9347748.55
572,2014-06-17,1.5123078,0.0008089549,26,9355310.8
573,2014-06-18,1.5182606,0.0039362357,26,9392135.44
574,2014-06-20,1.5180853,-0.0001154611,26,9391050.77
575,2014-06-23,1.5166072,-0.0009736607,26,9381907.11
576,2014-06-24,1.5256608,0.0059696407,26,9437914.03
577,2014-06-25,1.5294795,0.002502981,26,9461536.92
578,2014-06-26,1.5254405,-0.0026407677,26,9456550.92
579,2014-06-27,1.5276983,0.0014800971,26,9470547.41
580,2014-06-30,1.524747,-0.0019318605,26,9502251.48
581,2014-07-01,1.5343924,0.0063259019,26,10202361.91
582,2014-07-02,1.5265242,-0.005127893,26,10150045.58
583,2014-07-03,1.5106362,-0.0104079582,26,10174404.33
584,2014-07-04,1.5161839,0.0036724262,26,10411769.27
585,2014-07-07,1.5136447,-0.0016747309,26,10394332.34
586,2014-07-08,1.5143459,0.0004632527,26,10419147.35
587,2014-07-09,1.5149613,0.0004063801,26,10423381.45
588,2014-07-10,1.5106127,-0.0028704364,26,10443461.93
589,2014-07-11,1.5116365,0.0006777382,26,10450539.88
590,2014-07-14,1.5118287,0.000127147,26,10451868.53
591,2014-07-15,1.5081971,-0.002402124,26,10396728.87
592,2014-07-16,1.5111904,0.0019846875,26,10417363.28
593,2014-07-17,1.5349767,0.0157401079,26,11081333.49
594,2014-07-18,1.5174667,-0.0114073393,26,10954924.62
595,2014-07-21,1.5153574,-0.001390014,26,10989697.1
596,2014-07-22,1.5230979,0.0051080359,26,11045833.23
597,2014-07-23,1.5078634,-0.0100023117,26,10935349.3
598,2014-07-24,1.4885957,-0.0127781469,26,10795615.41
599,2014-07-25,1.4919244,0.0022361344,26,10819756.34
600,2014-07-28,1.4921375,0.0001428357,26,10821301.81
601,2014-07-29,1.4930559,0.0006154929,26,10827962.26
602,2014-07-30,1.4872613,-0.0038810335,26,10865938.15
603,2014-07-31,1.4911871,0.0026396169,26,10894620.47
604,2014-08-01,1.476391,-0.0099223632,26,10786519.65
605,2014-08-04,1.474352,-0.0013810705,26,10771622.66
606,2014-08-05,1.485473,0.0075429748,26,10852873.1
607,2014-08-06,1.4714523,-0.0094385425,26,10750437.56
608,2014-08-07,1.4859225,0.0098339579,26,10856156.96
609,2014-08-08,1.4790862,-0.004600711,26,10806211.45
610,2014-08-11,1.4703222,-0.0059252801,26,10742180.92
611,2014-08-12,1.471327,0.0006833876,26,10749522.51
612,2014-08-13,1.4727769,0.000985437,26,10810115.58
613,2014-08-14,1.4803955,0.0051729491,26,11392079.03
614,2014-08-15,1.4720051,-0.0056676746,26,11327512.54
615,2014-08-18,1.4750021,0.0020359984,26,11150575.48
616,2014-08-19,1.4737792,-0.0008290836,26,10991330.8
617,2014-08-20,1.4702794,-0.0023747112,26,10875229.69
618,2014-08-21,1.4726399,0.0016054772,26,10178446.59
619,2014-08-22,1.475328,0.0018253614,26,10197025.66
620,2014-08-25,1.4662086,-0.0061812695,26,10133995.43
621,2014-08-26,1.4695941,0.0023090166,26,10267394.8
622,2014-08-27,1.4585005,-0.007548751,26,10189889.23
623,2014-08-28,1.4630146,0.0030950281,26,10221426.89
624,2014-08-29,1.4578905,-0.0035024257,26,10185627.33
625,2014-09-01,1.460555,0.0018276407,26,10204243.13
626,2014-09-02,1.4618785,0.0009061624,26,10213489.54
627,2014-09-03,1.4766409,0.01009824,26,10316627.86
628,2014-09-04,1.4746567,-0.0013437255,26,10502765.06
629,2014-09-05,1.4696244,-0.0034125231,26,10466924.24
630,2014-09-08,1.4661766,-0.0023460416,26,10442368.38
631,2014-09-09,1.4643203,-0.0012660821,26,10429147.46
632,2014-09-10,1.4643065,-9.4242e-06,26,10429049.5
633,2014-09-11,1.4594114,-0.0033429477,26,10394185.45
634,2014-09-12,1.4952316,0.0245442786,26,10649303.35
635,2014-09-15,1.4959064,0.0004513013,26,10654108.96
636,2014-09-16,1.4866082,-0.0062157632,26,10587885.65
637,2014-09-17,1.5058702,0.0129570118,26,10725073.03
638,2014-09-18,1.532098,0.017417039,26,10911872.51
639,2014-09-19,1.556493,0.0159226107,26,11085617.8
640,2014-09-22,1.5744302,0.0115241122,26,11213369.61
641,2014-09-23,1.5846091,0.0064651326,26,11335865.5
642,2014-09-24,1.5679141,-0.0105357214,26,11216434.02
643,2014-09-25,1.5932157,0.0161371085,26,11397434.66
644,2014-09-26,1.5873497,-0.0036818618,26,11525470.75
645,2014-09-29,1.6477223,0.0380335852,26,12129825.98
646,2014-09-30,1.6403666,-0.0044641624,26,12075676.18
647,2014-10-01,1.6691478,0.0175455901,26,12287551.14
648,2014-10-02,1.6718108,0.0015954249,26,12307155.45
649,2014-10-03,1.6590288,-0.007645602,26,12103682.24
650,2014-10-06,1.5903288,-0.0414097694,26,11602471.56
651,2014-10-07,1.5744061,-0.0100122063,26,11486304.75
652,2014-10-08,1.590005,0.0099077995,26,11630108.69
653,2014-10-09,1.590821,0.0005132059,26,11636077.39
654,2014-10-10,1.6124527,0.0135978215,26,11794302.88
655,2014-10-13,1.5900063,-0.0139206564,26,11630118.22
656,2014-10-14,1.5901704,0.0001032071,26,11631319.09
657,2014-10-15,1.6044303,0.0089675295,26,11735623.06
658,2014-10-16,1.6253317,0.0130273032,26,11888506.82
659,2014-10-17,1.6167082,-0.0053056862,26,11825429.85
660,2014-10-20,1.6331651,0.0101792643,26,11945804.33
661,2014-10-21,1.6364104,0.001987123,26,11969541.55
662,2014-10-22,1.6217747,-0.0089437833,26,11862488.99
663,2014-10-23,1.6247941,0.0018617876,26,11884574.38
664,2014-10-24,1.6156217,-0.0056452691,26,11817482.87
665,2014-10-27,1.5985198,-0.0105853369,26,11742390.99
666,2014-10-28,1.5896153,-0.0055704659,26,11676979.91
667,2014-10-29,1.5921474,0.0015929011,26,11745580.02
668,2014-10-30,1.5921904,2.70075e-05,26,11745897.62
669,2014-10-31,1.5898355,-0.0014790317,26,11728524.72
670,2014-11-03,1.5921169,0.0014349912,26,11745355.54
671,2014-11-04,1.5939883,0.0011754162,26,11809161.09
672,2014-11-05,1.5948276,0.0005265409,26,11815379.13
673,2014-11-06,1.5948199,-4.8281e-06,26,11815322.2
674,2014-11-07,1.5963863,0.0009821799,26,11848926.37
675,2014-11-10,1.5977905,0.0008796117,26,11859349.18
676,2014-11-11,1.6008406,0.0019089486,26,11881988.08
677,2014-11-12,1.602035,0.000746108,26,11890853.55
678,2014-11-13,1.6076649,0.0035142179,26,11932640.03
679,2014-11-14,1.6050196,-0.00164543,26,11913005.97
680,2014-11-17,1.6077433,0.0016969886,26,11933222.24
681,2014-11-18,1.6040206,-0.0023154816,26,11905591.23
682,2014-11-19,1.5993104,-0.002936496,26,11870630.38
683,2014-11-20,1.5999157,0.0003784756,26,11875123.4
684,2014-11-21,1.5729702,-0.0168418249,26,11725124.5
685,2014-11-24,1.5722048,-0.0004865954,26,11719419.37
686,2014-11-25,1.5754396,0.0020574928,26,11743531.49
687,2014-11-26,1.5933015,0.0113377244,26,11876676.54
688,2014-11-27,1.5963114,0.0018890963,26,11899112.7
689,2014-11-28,1.6072686,0.0068640743,26,11872630.99
690,2014-12-01,1.6121116,0.0030131865,26,11908404.86
691,2014-12-02,1.6187039,0.004089233,26,11957101.52
692,2014-12-03,1.6272323,0.0052686597,26,12539951.77
693,2014-12-04,1.613492,-0.0084439696,26,12434064.77
694,2014-12-05,1.6145951,0.0006836724,26,12487565.82
695,2014-12-08,1.6228978,0.0051422799,26,12551780.43
696,2014-12-09,1.6170185,-0.0036227173,26,12506308.87
697,2014-12-10,1.6236019,0.0040713201,26,12557225.95
698,2014-12-11,1.6242538,0.0004015147,26,12562267.47
699,2014-12-12,1.6290331,0.0029424589,26,12490493.89
700,2014-12-15,1.6402056,0.0068583628,26,12576158.3
701,2014-12-16,1.684126,0.0267773747,26,12912915.22
702,2014-12-17,1.6749167,-0.0054682963,26,12842303.37
703,2014-12-18,1.6566547,-0.0109032288,26,12702280.57
704,2014-12-19,1.6504992,-0.0037156204,26,12655084.41
705,2014-12-22,1.6432963,-0.0043640736,26,12599856.66
706,2014-12-23,1.6507678,0.0045466542,26,12657143.81
707,2014-12-24,1.6514428,0.0004089006,26,12662319.37
708,2014-12-26,1.648604,-0.0017189817,26,12640552.89
709,2014-12-29,1.6569454,0.0050596747,26,12704509.84
710,2014-12-30,1.6379843,-0.0114434066,26,12559127.18
711,2014-12-31,1.6388488,0.0005277828,26,12565755.65
712,2015-01-02,1.6655331,0.016282344,26,12770355.7
713,2015-01-05,1.6722872,0.0040552181,26,12822142.27
714,2015-01-06,1.6440628,-0.0168777229,26,12705733.4
715,2015-01-07,1.6328667,-0.0068100197,26,12839207.13
716,2015-01-08,1.6175676,-0.0093694727,26,12768410.27
717,2015-01-09,1.6070167,-0.0065226949,26,12735126.22
718,2015-01-12,1.6152432,0.005119113,26,12800318.56
719,2015-01-13,1.614317,-0.0005734121,26,12630343.98
720,2015-01-14,1.6285788,0.0088345721,26,12741927.77
721,2015-01-15,1.6224399,-0.0037694829,26,12693897.38
722,2015-01-16,1.6247004,0.0013932719,26,12711583.26
723,2015-01-19,1.6221901,-0.0015450849,26,12241943.1
724,2015-01-20,1.6340437,0.0073071584,26,12331396.51
725,2015-01-21,1.6289836,-0.0030966736,26,12293210.57
726,2015-01-22,1.6400168,0.0067730578,26,12526473.01
727,2015-01-23,1.6368531,-0.0019290656,26,12502308.41
728,2015-01-26,1.6405921,0.0022842612,26,12530867.2
729,2015-01-27,1.6426832,0.0012746008,26,12546838.94
730,2015-01-28,1.6555688,0.0078442392,26,12775259.69
731,2015-01-29,1.646796,-0.0052989643,26,13096564.23
732,2015-01-30,1.6277506,-0.011565124,26,12945100.78
733,2015-02-02,1.6176084,-0.0062308071,26,12864441.82
734,2015-02-03,1.6045962,-0.0080440977,26,12960959.08
735,2015-02-04,1.6097349,0.003202488,26,13302466.16
736,2015-02-05,1.6142552,0.0028081021,26,14439821.29
737,2015-02-06,1.6241449,0.0061264786,26,14728286.76
738,2015-02-09,1.6189046,-0.0032264978,26,14680765.34
739,2015-02-10,1.6508987,0.0197628075,26,14970898.58
740,2015-02-11,1.6609556,0.0060917729,26,15117097.77
741,2015-02-12,1.6365713,-0.0146808861,26,14945165.59
742,2015-02-13,1.6311881,-0.0032893159,26,14896006.35
743,2015-02-18,1.6319012,0.000437166,26,14902518.73
744,2015-02-19,1.647495,0.009555603,26,15044921.32
745,2015-02-20,1.6464235,-0.0006503813,26,15035136.09
746,2015-02-23,1.6536535,0.0043913367,26,15101160.18
747,2015-02-24,1.629158,-0.0148129581,26,14877467.31
748,2015-02-25,1.6503735,0.0130223711,26,15071207.4
749,2015-02-26,1.6630646,0.0076898351,26,15187102.17
750,2015-02-27,1.6509955,-0.0072571444,26,15076887.92
751,2015-03-02,1.6715408,0.012444189,26,15264507.51
752,2015-03-03,1.6765809,0.003015242,26,15510532.95
753,2015-03-04,1.7031822,0.0158663981,26,15831629.6
754,2015-03-05,1.7134078,0.0060038204,26,15926680.27
755,2015-03-06,1.7330796,0.0114810963,26,16139536.13
756,2015-03-09,1.7936191,0.0349317481,26,16703317.55
757,2015-03-10,1.7791937,-0.0080426218,26,16568979.61
758,2015-03-11,1.7794914,0.000167323,26,16571751.61
759,2015-03-12,1.795464,0.0089759355,26,16720498.65
760,2015-03-13,1.8324608,0.0206057042,26,17065036.36
761,2015-03-16,1.8223405,-0.0055227921,26,16970789.52
762,2015-03-17,1.8206934,-0.0009038377,26,16955451.3
763,2015-03-18,1.8035819,-0.0093983424,26,16796097.6
764,2015-03-19,1.8334283,0.0165484029,26,17074046.0
765,2015-03-20,1.7996445,-0.0184265728,26,16759430.57
766,2015-03-23,1.7822528,-0.0096639642,26,16597467.82
767,2015-03-24,1.7664916,-0.0088434144,26,16450689.61
768,2015-03-25,1.7736443,0.0040490994,26,16517299.78
769,2015-03-26,1.7705485,-0.0017454458,26,16488470.09
770,2015-03-27,1.781769,0.0063373017,26,16667962.06
771,2015-03-30,1.7790868,-0.0015053579,26,16642871.25
772,2015-03-31,1.7767704,-0.0013020163,26,16671202.05
773,2015-04-01,1.7696422,-0.0040118858,26,16659319.04
774,2015-04-02,1.7557465,-0.0078522653,26,16548505.72
775,2015-04-06,1.74897,-0.0038596119,26,16484634.78
776,2015-04-07,1.744163,-0.0027484748,26,16459326.67
777,2015-04-08,1.7545034,0.0059285743,26,16501906.87
778,2015-04-09,1.7368051,-0.0100873558,26,16335447.06
779,2015-04-10,1.7401585,0.0019307866,26,16366986.68
780,2015-04-13,1.7346301,-0.003176952,26,16314989.84
781,2015-04-14,1.7353134,0.0003939168,26,16321416.27
782,2015-04-15,1.7344495,-0.0004978351,26,16313291.17
783,2015-04-16,1.7297856,-0.00268898,26,16269424.62
784,2015-04-17,1.7256899,-0.0023677501,26,16230903.44
785,2015-04-20,1.7282205,0.001466428,26,16404704.17
786,2015-04-22,1.7204934,-0.0044711309,26,16331357.18
787,2015-04-23,1.7101004,-0.006040709,26,16232703.99
788,2015-04-24,1.7312074,0.0123425502,26,16453057.25
789,2015-04-27,1.7384978,0.004211165,26,16522343.76
790,2015-04-28,1.7388189,0.0001846997,26,16525395.11
791,2015-04-29,1.74355,0.0027208699,26,16570358.82
792,2015-04-30,1.7344744,-0.0052052422,26,16484106.14
793,2015-05-04,1.7470345,0.0072414444,26,16554449.75
794,2015-05-05,1.7652067,0.0104017408,26,16726644.6
795,2015-05-06,1.7615731,-0.0020584558,26,16692213.25
796,2015-05-07,1.7692904,0.0043809139,26,16765340.31
797,2015-05-08,1.7579097,-0.0064323528,26,16636999.92
798,2015-05-11,1.75551,-0.0013650872,26,16614288.73
799,2015-05-12,1.7555174,4.2153e-06,26,16614358.73
800,2015-05-13,1.7575278,0.0011451894,26,16613385.86
801,2015-05-14,1.751397,-0.003488309,26,16555432.6
802,2015-05-15,1.7486654,-0.0015596692,26,16529611.7
803,2015-05-18,1.7602449,0.0066219072,26,16639069.34
804,2015-05-19,1.7636512,0.0019351285,26,16671268.63
805,2015-05-20,1.7524647,-0.0063428075,26,16565525.65
806,2015-05-21,1.7558718,0.0019441761,26,16597732.27
807,2015-05-22,1.7533736,-0.001422769,26,16574117.63
808,2015-05-25,1.7462377,-0.0040698115,26,16606663.39
809,2015-05-26,1.7470305,0.0004540046,26,16664203.53
810,2015-05-27,1.7453835,-0.0009427426,26,16648493.43
811,2015-05-28,1.7508949,0.0031577014,26,16701064.16
812,2015-05-29,1.7573212,0.0036702945,26,16691013.14
813,2015-06-01,1.7568099,-0.0002909542,26,16766157.13
814,2015-06-02,1.7438825,-0.0073584512,26,16642784.32
815,2015-06-03,1.7468005,0.0016732779,26,16745632.63
816,2015-06-05,1.7662452,0.0111316089,26,16982038.16
817,2015-06-08,1.754777,-0.006492983,26,16921773.71
818,2015-06-09,1.7546517,-7.14051e-05,26,16920565.81
819,2015-06-10,1.7701784,0.0088488787,26,17070293.76
820,2015-06-11,1.7883907,0.0102883981,26,17245920.08
821,2015-06-12,1.7889818,0.0003305206,26,17249741.64
822,2015-06-15,1.8044125,0.0086254092,26,17398526.8
823,2015-06-16,1.7946015,-0.0054372268,26,17303927.75
824,2015-06-17,1.7861407,-0.0047145843,26,17222346.75
825,2015-06-18,1.7888819,0.0015347055,26,18328777.51
826,2015-06-19,1.7874126,-0.000821351,26,18313723.46
827,2015-06-22,1.7823392,-0.0028384045,26,18261741.63
828,2015-06-23,1.7718259,-0.0058985966,26,18549522.97
829,2015-06-24,1.7900896,0.0103078412,26,20030728.93
830,2015-06-25,1.8048673,0.0082552851,26,20296087.7
831,2015-06-26,1.8040995,-0.0004254052,26,20337454.59
832,2015-06-29,1.8027412,-0.0007528964,26,20322142.01
833,2015-06-30,1.7965308,-0.0034449759,26,20462132.52
834,2015-07-01,1.8049541,0.0046886477,26,20558072.68
835,2015-07-02,1.7698308,-0.0194593868,26,20258025.37
836,2015-07-03,1.7576778,-0.0068667581,26,20118918.44
837,2015-07-06,1.7560991,-0.0008981737,26,20070848.0
838,2015-07-07,1.7538335,-0.0012901322,26,20044953.44
839,2015-07-08,1.7609417,0.0040529503,26,20166195.08
840,2015-07-09,1.7616663,0.0004114844,26,20174492.52
841,2015-07-10,1.7499625,-0.0066435965,26,20040462.4
842,2015-07-13,1.7464483,-0.0020081573,26,20000217.01
843,2015-07-14,1.7550207,0.0049084762,26,20098387.87
844,2015-07-15,1.7589041,0.0022127374,26,20212860.33
845,2015-07-16,1.7588124,-5.21347e-05,26,20211807.16
846,2015-07-17,1.7621901,0.0019204436,26,20250622.3
847,2015-07-20,1.7640034,0.0010290036,26,20271459.78
848,2015-07-21,1.7666551,0.0015032284,26,20301933.19
849,2015-07-22,1.7684928,0.0010402144,26,20323051.22
850,2015-07-23,1.7667514,-0.0009846803,26,20303039.72
851,2015-07-24,1.7872642,0.011610462,26,20538766.93
852,2015-07-27,1.7923798,0.0028622517,26,20647554.87
853,2015-07-28,1.7858961,-0.0036173695,26,20572864.96
854,2015-07-29,1.7492607,-0.0205137354,26,20247638.0
855,2015-07-30,1.7649865,0.0089899693,26,20429664.14
856,2015-07-31,1.7829961,0.0102038174,26,20611624.37
857,2015-08-03,1.8023427,0.0108506126,26,20835272.89
858,2015-08-04,1.8035919,0.0006930979,26,20849713.71
859,2015-08-05,1.8118713,0.0045905063,26,20945425.12
860,2015-08-06,1.8275273,0.0086407903,26,21146410.14
861,2015-08-07,1.8340677,0.0035788248,26,21222088.96
862,2015-08-10,1.8003528,-0.0183825821,26,20831972.37
863,2015-08-11,1.8130133,0.0070322328,26,20978467.13
864,2015-08-12,1.8002679,-0.0070299539,26,20880990.56
865,2015-08-13,1.8155948,0.0085136773,26,21058764.34
866,2015-08-14,1.8039065,-0.006437725,26,20923193.26
867,2015-08-17,1.8080356,0.0022889767,26,20971085.77
868,2015-08-18,1.8031946,-0.0026774915,26,21004936.56
869,2015-08-19,1.8082344,0.0027949285,26,21063643.16
870,2015-08-20,1.7914243,-0.0092964164,26,20867827.25
871,2015-08-21,1.8051089,0.0076389496,26,20837461.46
872,2015-08-24,1.8198933,0.0081903092,26,21008127.53
873,2015-08-25,1.8357588,0.0087178188,26,21191272.11
874,2015-08-26,1.8402793,0.0024624695,26,21243454.63
875,2015-08-27,1.8152976,-0.0135749503,26,20955075.63
876,2015-08-28,1.8289468,0.0075189875,26,21092403.75
877,2015-08-31,1.8314918,0.0013915112,26,21171754.2
878,2015-09-01,1.8571463,0.0140074337,26,21468316.85
879,2015-09-02,1.8662948,0.0049261063,26,21574071.8
880,2015-09-03,1.8463298,-0.0106976668,26,21343279.38
881,2015-09-04,1.9022653,0.0302955084,26,22025885.3
882,2015-09-08,1.8740221,-0.0148471404,26,21698862.88
883,2015-09-09,1.8686973,-0.0028413752,26,21637208.85
884,2015-09-10,1.9202318,0.0275777677,26,21152988.18
885,2015-09-11,1.9161618,-0.0021195358,26,21044856.93
886,2015-09-14,1.873998,-0.0220043005,26,20581780.5
887,2015-09-15,1.8936503,0.0104868308,26,20837252.32
888,2015-09-16,1.8806513,-0.0068645198,26,20694214.44
889,2015-09-17,1.8880219,0.0039191742,26,20754377.84
890,2015-09-18,1.9456198,0.0305070084,26,22714913.64
891,2015-09-21,1.9535633,0.0040827607,26,22807653.2
892,2015-09-22,1.9813895,0.014243818,26,23132520.77
893,2015-09-23,2.0574115,0.0383680241,26,24020069.63
894,2015-09-24,2.0008246,-0.0275039291,26,23359423.51
895,2015-09-25,1.9755881,-0.0126130496,26,23349789.58
896,2015-09-28,2.0314042,0.0282529035,26,23978551.83
897,2015-09-29,2.0207854,-0.0052273201,26,23784958.17
898,2015-09-30,1.9990258,-0.0107678925,26,23528844.21
899,2015-10-01,2.0109553,0.0059676568,26,23694256.61
900,2015-10-02,1.9826326,-0.0140842017,26,23360541.31
901,2015-10-05,1.9683886,-0.0071843871,26,23272710.64
902,2015-10-06,1.9675022,-0.0004503176,26,23262229.63
903,2015-10-07,1.9609272,-0.0033418006,26,23226492.48
904,2015-10-08,1.9618621,0.0004767643,26,23237566.04
905,2015-10-09,1.9640296,0.0011048177,26,23663239.22
906,2015-10-13,1.9780004,0.0071133347,26,23811564.12
907,2015-10-14,1.9774659,-0.0002702224,26,23805129.26
908,2015-10-15,1.9812938,0.0019357603,26,23851210.6
909,2015-10-16,1.9853743,0.0020595128,26,23900332.55
910,2015-10-19,1.9866916,0.0006635021,26,23916190.52
911,2015-10-20,1.9899776,0.0016540061,26,25105747.13
912,2015-10-21,1.9907308,0.0003784967,26,25073319.56
913,2015-10-22,1.99077,1.96913e-05,26,25073813.95
914,2015-10-23,1.9920857,0.0006609001,26,24695833.78
915,2015-10-26,1.9945258,0.0012248971,26,24726083.73
916,2015-10-27,1.9971732,0.001327333,26,24877903.19
917,2015-10-28,1.9990988,0.0009641627,26,24901890.35
918,2015-10-29,1.9994701,0.0001857337,26,25136514.79
919,2015-10-30,1.9853641,-0.0070548692,26,25948923.02
920,2015-11-03,1.9693031,-0.0080897,26,27339003.67
